title,description,long_description,image,creator_id,tags,genres,ai_tools,is_multiplayer,iframe_url,github_url,creator_x_url,how_to_play
Poly Rush,"Step into the world of 'Poly Rush', where genre boundaries blur and gameplay surprises.","Poly Rush delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/poly-rush.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Poly Rush Game,,https://x.com/lautodonna,"Play 'Poly Rush' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Where's Pieter,"Step into the world of 'Where's Pieter', where genre boundaries blur and gameplay surprises.","Where's Pieter delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/wheres-pieter.png,c9456de6-123b-4099-a528-2b101e39f434,Puzzle,Puzzle,Calude 3.5,FALSE,Where's Pieter Game,,https://x.com/stvngunn,"Play 'Where's Pieter' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Society Fail,"Step into the world of 'Society Fail', where genre boundaries blur and gameplay surprises.","Society Fail delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/society.png,c9456de6-123b-4099-a528-2b101e39f434,Strategy,Strategy,Calude 3.5,FALSE,Society Fail,,https://x.com/Shpigford,"Play 'Society Fail' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Flappi Bird,"Step into the world of 'Flappi Bird', where genre boundaries blur and gameplay surprises.","Flappi Bird delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/flappi-bird.png,c9456de6-123b-4099-a528-2b101e39f434,Action,Action,Calude 3.5,FALSE,AAA Flappy Bird Clone with Fallbacks,,https://x.com/joshuajohnsonAI,"Play 'Flappi Bird' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
AI No Suika,"Step into the world of 'AI No Suika', where genre boundaries blur and gameplay surprises.","AI No Suika delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/ai-no-suika.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Ai-No-Suika Game,,https://x.com/NuclearViber,"Play 'AI No Suika' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
3D Car Driving Simulator,"Step into the world of '3D Car Driving Simulator', where genre boundaries blur and gameplay surprises.","3D Car Driving Simulator delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/3d-car-driving-simulator.jpg,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,3D Car Driving Simulation,,https://x.com/ozgrozer,"Play '3D Car Driving Simulator' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Mow Your Mind,"Step into the world of 'Mow Your Mind', where genre boundaries blur and gameplay surprises.","Mow Your Mind delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/mow-your-mind.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,Mow Your Mind - A 3D lawn mowing game,,https://x.com/rouuuge,"Play 'Mow Your Mind' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Beat Me,"Step into the world of 'Beat Me', where genre boundaries blur and gameplay surprises.","Beat Me delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/beat-me.png,c9456de6-123b-4099-a528-2b101e39f434,Fighting,Fighting,Calude 3.5,FALSE,BEAT ME - COME BEAT ME,,https://x.com/Nokolig,"Play 'Beat Me' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
VibeBattles,"Step into the world of 'VibeBattles', where genre boundaries blur and gameplay surprises.","VibeBattles delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/vibebattles.png,c9456de6-123b-4099-a528-2b101e39f434,Fighting,Fighting,Calude 3.5,FALSE,Battle Royale,,https://x.com/philipprufi,"Play 'VibeBattles' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Island Adventure,"Step into the world of 'Island Adventure', where genre boundaries blur and gameplay surprises.","Island Adventure delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/island.png,c9456de6-123b-4099-a528-2b101e39f434,Survival,Survival,Calude 3.5,FALSE,Island Adventure,,https://x.com/jasperdeboer,"Play 'Island Adventure' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Word God,"Step into the world of 'Word God', where genre boundaries blur and gameplay surprises.","Word God delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/word-god.png,c9456de6-123b-4099-a528-2b101e39f434,Educational,Educational,Calude 3.5,FALSE,Word God: From Void to Universe | Word-Based Mindfulness Game,,https://x.com/edwinhayward,"Play 'Word God' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Stellar Drift,"Step into the world of 'Stellar Drift', where genre boundaries blur and gameplay surprises.","Stellar Drift delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/stellar.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,Stellar Drift,,https://x.com/A5omic,"Play 'Stellar Drift' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Super Jumper,"Step into the world of 'Super Jumper', where genre boundaries blur and gameplay surprises.","Super Jumper delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/super-jumper.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Super Jumper - Platform Game,,https://x.com/nishant_ty,"Play 'Super Jumper' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Wildy Royale,"Step into the world of 'Wildy Royale', where genre boundaries blur and gameplay surprises.","Wildy Royale delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/wildy-royale.png,c9456de6-123b-4099-a528-2b101e39f434,Survival,Survival,Calude 3.5,FALSE,Wildy Royale,,https://x.com/nathansrobinson,"Play 'Wildy Royale' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Vibe Cart,"Step into the world of 'Vibe Cart', where genre boundaries blur and gameplay surprises.","Vibe Cart delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/vibe-cart.png,c9456de6-123b-4099-a528-2b101e39f434,Racing,Racing,Calude 3.5,FALSE,Racing Cart,,https://x.com/pat_codes,"Play 'Vibe Cart' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Horse Racing Game,"Step into the world of 'Horse Racing Game', where genre boundaries blur and gameplay surprises.","Horse Racing Game delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/horse-racing-game.png,c9456de6-123b-4099-a528-2b101e39f434,Racing,Racing,Calude 3.5,FALSE,Horse Racing Betting Game,,https://x.com/jtm8683,"Play 'Horse Racing Game' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Space Defenders,"Step into the world of 'Space Defenders', where genre boundaries blur and gameplay surprises.","Space Defenders delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/space.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Space Defenders - Single Player,,https://x.com/jasonleowsg,"Play 'Space Defenders' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Block World Multiplayer,"Step into the world of 'Block World Multiplayer', where genre boundaries blur and gameplay surprises.","Block World Multiplayer delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/blockworld.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,Block World Multiplayer,,https://x.com/StrawberrySith,"Play 'Block World Multiplayer' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Emoji Sim,"Step into the world of 'Emoji Sim', where genre boundaries blur and gameplay surprises.","Emoji Sim delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/emojisim.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,Emoji Sim,,https://x.com/benwmaddox,"Play 'Emoji Sim' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Push the Box,"Step into the world of 'Push the Box', where genre boundaries blur and gameplay surprises.","Push the Box delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/push-the-box.png,c9456de6-123b-4099-a528-2b101e39f434,Puzzle,Puzzle,Calude 3.5,FALSE,3D Box Game,,https://x.com/xiaochi2,"Play 'Push the Box' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Light Cycle,"Step into the world of 'Light Cycle', where genre boundaries blur and gameplay surprises.","Light Cycle delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/light-cycle.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Light Cycle,,https://x.com/NimbusLabz,"Play 'Light Cycle' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
NS-SHAFT99,"Step into the world of 'NS-SHAFT99', where genre boundaries blur and gameplay surprises.","NS-SHAFT99 delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/ns-shaft99.png,c9456de6-123b-4099-a528-2b101e39f434,Survival,Survival,Calude 3.5,FALSE,NS-SHAFT 99 - Arcade Platformer Game,,https://x.com/teslaretire,"Play 'NS-SHAFT99' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Match3D,"Step into the world of 'Match3D', where genre boundaries blur and gameplay surprises.","Match3D delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/match3d.png,c9456de6-123b-4099-a528-2b101e39f434,Puzzle,Puzzle,Calude 3.5,FALSE,3D Match-3 Game,,https://x.com/ANDRES381656992,"Play 'Match3D' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Swarm Vibe,"Step into the world of 'Swarm Vibe', where genre boundaries blur and gameplay surprises.","Swarm Vibe delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/swarm-vibe.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,Swarm Vibe - Open World Bee Survival Game,,https://x.com/SeloSlav,"Play 'Swarm Vibe' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
ClaudeSpace,"Step into the world of 'ClaudeSpace', where genre boundaries blur and gameplay surprises.","ClaudeSpace delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/claudespace.png,c9456de6-123b-4099-a528-2b101e39f434,Shooter,Shooter,Calude 3.5,FALSE,ClaudeSpace,,https://x.com/Oho_name,"Play 'ClaudeSpace' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Santa's Letter Quest,"Step into the world of 'Santa's Letter Quest', where genre boundaries blur and gameplay surprises.","Santa's Letter Quest delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/santas-letter-quest.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Santa's Letter Quest,,https://x.com/_ByteBender_,"Play 'Santa's Letter Quest' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Wildlife,"Step into the world of 'Wildlife', where genre boundaries blur and gameplay surprises.","Wildlife delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/wildlife.png,c9456de6-123b-4099-a528-2b101e39f434,Puzzle,Puzzle,Calude 3.5,FALSE,wildlife-game.netlify.app,,https://x.com/Aviad,"Play 'Wildlife' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
VybeRace,"Step into the world of 'VybeRace', where genre boundaries blur and gameplay surprises.","VybeRace delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/vyberace.png,c9456de6-123b-4099-a528-2b101e39f434,Racing,Racing,Calude 3.5,FALSE,VybeRace,,https://x.com/AlbertSimonDev,"Play 'VybeRace' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Tanknarok,"Step into the world of 'Tanknarok', where genre boundaries blur and gameplay surprises.","Tanknarok delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/tanknarok.png,c9456de6-123b-4099-a528-2b101e39f434,Shooter,Shooter,Calude 3.5,FALSE,TankNarok.online - Multiplayer Tank Battle Game,,https://x.com/paulwes_pw,"Play 'Tanknarok' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Schermutseling,"Step into the world of 'Schermutseling', where genre boundaries blur and gameplay surprises.","Schermutseling delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/schermutseling.png,c9456de6-123b-4099-a528-2b101e39f434,Action,Action,Calude 3.5,FALSE,Schermutseling,,https://x.com/ttrussner,"Play 'Schermutseling' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Land the Booster V2,"Step into the world of 'Land the Booster V2', where genre boundaries blur and gameplay surprises.","Land the Booster V2 delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/land-the-booster-v2.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,Land the Booster! v2,,https://x.com/s13k_,"Play 'Land the Booster V2' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Shadow Agent,"Step into the world of 'Shadow Agent', where genre boundaries blur and gameplay surprises.","Shadow Agent delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/shadow-agent.png,c9456de6-123b-4099-a528-2b101e39f434,Shooter,Shooter,Calude 3.5,FALSE,Shadow Agent: Top-Down,,https://x.com/skifull579,"Play 'Shadow Agent' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Cybertruckism,"Step into the world of 'Cybertruckism', where genre boundaries blur and gameplay surprises.","Cybertruckism delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/cybertrucksim.png,c9456de6-123b-4099-a528-2b101e39f434,Racing,Racing,Calude 3.5,FALSE,Cybertrucksim.com,,https://x.com/Hi_Bennie,"Play 'Cybertruckism' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Be a Fish,"Step into the world of 'Be a Fish', where genre boundaries blur and gameplay surprises.","Be a Fish delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/beafish.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Be a fish,,https://x.com/athcanft,"Play 'Be a Fish' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Car vs Monsters,"Step into the world of 'Car vs Monsters', where genre boundaries blur and gameplay surprises.","Car vs Monsters delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/cars.png,c9456de6-123b-4099-a528-2b101e39f434,Racing,Racing,Calude 3.5,FALSE,3D City Driving Simulation,,https://x.com/markszymik,"Play 'Car vs Monsters' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Drone Simulator,"Step into the world of 'Drone Simulator', where genre boundaries blur and gameplay surprises.","Drone Simulator delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/drone-simulator.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,FPV Drone Simulator,,https://x.com/ged_ven,"Play 'Drone Simulator' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Flee Battle,"Step into the world of 'Flee Battle', where genre boundaries blur and gameplay surprises.","Flee Battle delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/flee-battle.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Vite + React + TS,,https://x.com/maxhertan,"Play 'Flee Battle' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Forest Escape,"Step into the world of 'Forest Escape', where genre boundaries blur and gameplay surprises.","Forest Escape delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/forest-escape.png,c9456de6-123b-4099-a528-2b101e39f434,Adventure,Adventure,Calude 3.5,FALSE,Floral Escape: Ghost Forest,,https://x.com/nomalex_,"Play 'Forest Escape' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Upvote Ville,"Step into the world of 'Upvote Ville', where genre boundaries blur and gameplay surprises.","Upvote Ville delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/upvote-ville.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Upvote Ville,,https://x.com/kyanilogghe,"Play 'Upvote Ville' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Battleship 3D,"Step into the world of 'Battleship 3D', where genre boundaries blur and gameplay surprises.","Battleship 3D delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/battleship-3d.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Battleships 3D,,https://x.com/toannhu21096,"Play 'Battleship 3D' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Astro Breaker,"Step into the world of 'Astro Breaker', where genre boundaries blur and gameplay surprises.","Astro Breaker delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/astro-breaker.png,c9456de6-123b-4099-a528-2b101e39f434,Shooter,Shooter,Calude 3.5,FALSE,Astro Breaker | HYTOPIA,,https://x.com/NeuralPixelAI,"Play 'Astro Breaker' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
502 to Mars,"Step into the world of '502 to Mars', where genre boundaries blur and gameplay surprises.","502 to Mars delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/502-to-mars.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,520 To Mars by HCB Great Wall,,https://x.com/HCBGreatWall,"Play '502 to Mars' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Duke Nukem 3D 2025,"Step into the world of 'Duke Nukem 3D 2025', where genre boundaries blur and gameplay surprises.","Duke Nukem 3D 2025 delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/duke.png,c9456de6-123b-4099-a528-2b101e39f434,Shooter,Shooter,Calude 3.5,FALSE,Duke Nukem 3D 2025 by @rrmdp,,https://x.com/rrmdp,"Play 'Duke Nukem 3D 2025' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Jet Ski Simulation,"Step into the world of 'Jet Ski Simulation', where genre boundaries blur and gameplay surprises.","Jet Ski Simulation delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/jet-ski-simulation.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,Jetski Simulation | Cemil Sevim,,https://x.com/cemilsvm,"Play 'Jet Ski Simulation' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
