title,description,long_description,image,creator_id,tags,genres,ai_tools,is_multiplayer,iframe_url,github_url,creator_x_url,how_to_play
Archer Wars,"Step into the world of 'Archer Wars', where genre boundaries blur and gameplay surprises.","Archer Wars delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/archer-wars.png,c9456de6-123b-4099-a528-2b101e39f434,Shooter,Shooter,Calude 3.5,FALSE,archerwars.xyz,,https://x.com/finvisual,"Play 'Archer Wars' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Earth Simulation,"Step into the world of 'Earth Simulation', where genre boundaries blur and gameplay surprises.","Earth Simulation delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/earth-simulation.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,https://o3-experiments-nextjs.fly.dev/earth,,https://x.com/rfitzpatrick_io,"Play 'Earth Simulation' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Red Panda Vibes,"Step into the world of 'Red Panda Vibes', where genre boundaries blur and gameplay surprises.","Red Panda Vibes delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/red-panda-vibes.png,c9456de6-123b-4099-a528-2b101e39f434,Adventure,Adventure,Calude 3.5,FALSE,https://collidingscopes.github.io/red-panda-vibes/,,https://x.com/measure_plan,"Play 'Red Panda Vibes' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Rotshot,"Step into the world of 'Rotshot', where genre boundaries blur and gameplay surprises.","Rotshot delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/rotshot.png,c9456de6-123b-4099-a528-2b101e39f434,Shooter,Shooter,Calude 3.5,FALSE,ROTSHOT,,https://x.com/vibhor_gautam_,"Play 'Rotshot' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
8 Pool,"Step into the world of '8 Pool', where genre boundaries blur and gameplay surprises.","8 Pool delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/8-pool.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,https://mrdeex.github.io/8pool/,,https://x.com/MrDee,"Play '8 Pool' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Matrix Cube,"Step into the world of 'Matrix Cube', where genre boundaries blur and gameplay surprises.","Matrix Cube delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/matrix-cube.png,c9456de6-123b-4099-a528-2b101e39f434,Puzzle,Puzzle,Calude 3.5,FALSE,Matrix Cube Memory Game,,https://x.com/Akkorothone,"Play 'Matrix Cube' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Biker City,"Step into the world of 'Biker City', where genre boundaries blur and gameplay surprises.","Biker City delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/biker-city.png,c9456de6-123b-4099-a528-2b101e39f434,Racing,Racing,Calude 3.5,FALSE,Biker City,,https://x.com/somewannabedev,"Play 'Biker City' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Pong Arcade,"Step into the world of 'Pong Arcade', where genre boundaries blur and gameplay surprises.","Pong Arcade delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/pongarcade.png,c9456de6-123b-4099-a528-2b101e39f434,Sports,Sports,Calude 3.5,FALSE,Play Classic Pong Online - Free Browser Arcade Game,,https://x.com/mischeiwiller,"Play 'Pong Arcade' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Elemental Combatant,"Step into the world of 'Elemental Combatant', where genre boundaries blur and gameplay surprises.","Elemental Combatant delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/elemental-combatant.png,c9456de6-123b-4099-a528-2b101e39f434,Action,Action,Calude 3.5,FALSE,Elemental CombaTanks,,https://x.com/IsaacXVoxel,"Play 'Elemental Combatant' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Boat Race 3D,"Step into the world of 'Boat Race 3D', where genre boundaries blur and gameplay surprises.","Boat Race 3D delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/boat-race-3d.png,c9456de6-123b-4099-a528-2b101e39f434,Racing,Racing,Calude 3.5,FALSE,Boat Multiplayer,,https://x.com/codefun_xyz,"Play 'Boat Race 3D' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Artilery Defense,"Step into the world of 'Artilery Defense', where genre boundaries blur and gameplay surprises.","Artilery Defense delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/artillery-defense.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Artillery Defense,,https://x.com/craygen9,"Play 'Artilery Defense' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Builder,"Step into the world of 'Builder', where genre boundaries blur and gameplay surprises.","Builder delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/builder.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Builder - Regame,,https://x.com/sarperdag,"Play 'Builder' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Freight Frenzy,"Step into the world of 'Freight Frenzy', where genre boundaries blur and gameplay surprises.","Freight Frenzy delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/freight-frenzy.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Freight Frenzy,,https://x.com/StephenRuhe,"Play 'Freight Frenzy' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Moonlanders,"Step into the world of 'Moonlanders', where genre boundaries blur and gameplay surprises.","Moonlanders delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/moonlanders.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Moonlanders.net (Fly anywhere in the world),,https://x.com/jerictan,"Play 'Moonlanders' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Escape,"Step into the world of 'Escape', where genre boundaries blur and gameplay surprises.","Escape delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/escape.png,c9456de6-123b-4099-a528-2b101e39f434,Other,Other,Calude 3.5,FALSE,Escape ó A Puzzles Unlocked Game,,https://x.com/jamesckemp,"Play 'Escape' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Cowboy Shooter,"Step into the world of 'Cowboy Shooter', where genre boundaries blur and gameplay surprises.","Cowboy Shooter delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/cowboy-shooter.png,c9456de6-123b-4099-a528-2b101e39f434,Shooter,Shooter,Calude 3.5,FALSE,"Cowboy Shooter - A free-to-play 3D runner shooting game, 100% AI-generated, from game assets to code",,https://x.com/pseudokid,"Play 'Cowboy Shooter' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Dodgeball Duel,"Step into the world of 'Dodgeball Duel', where genre boundaries blur and gameplay surprises.","Dodgeball Duel delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/dodgeball-duel.png,c9456de6-123b-4099-a528-2b101e39f434,Sports,Sports,Calude 3.5,FALSE,Dodgeball Duel,,https://x.com/soho_ca,"Play 'Dodgeball Duel' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Flight Simulator,"Step into the world of 'Flight Simulator', where genre boundaries blur and gameplay surprises.","Flight Simulator delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/flighsim.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,Fly Hi,,https://x.com/donvito,"Play 'Flight Simulator' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Vibe Karting,"Step into the world of 'Vibe Karting', where genre boundaries blur and gameplay surprises.","Vibe Karting delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/vibe-karting.png,c9456de6-123b-4099-a528-2b101e39f434,Racing,Racing,Calude 3.5,FALSE,Vibe Karting,,https://x.com/ThatArrowsmith,"Play 'Vibe Karting' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Hot Air Balloon Adventure,"Step into the world of 'Hot Air Balloon Adventure', where genre boundaries blur and gameplay surprises.","Hot Air Balloon Adventure delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/hot-air-balloon-adventure.png,c9456de6-123b-4099-a528-2b101e39f434,Adventure,Adventure,Calude 3.5,FALSE,Vercel Security Checkpoint,,https://x.com/SieversJosua,"Play 'Hot Air Balloon Adventure' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Not Fast Enough,"Step into the world of 'Not Fast Enough', where genre boundaries blur and gameplay surprises.","Not Fast Enough delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/not-fast-enough.png,c9456de6-123b-4099-a528-2b101e39f434,Racing,Racing,Calude 3.5,FALSE,Not Fast Enough - 3D Racing Game,,https://x.com/SJanuskas,"Play 'Not Fast Enough' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Flappy Bird 3D,"Step into the world of 'Flappy Bird 3D', where genre boundaries blur and gameplay surprises.","Flappy Bird 3D delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/flappy-bird-3d.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Flappy Bird 3D,,https://x.com/notpurav,"Play 'Flappy Bird 3D' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Ophidian,"Step into the world of 'Ophidian', where genre boundaries blur and gameplay surprises.","Ophidian delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/ophidian.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Ophidian,,https://x.com/drewvergara,"Play 'Ophidian' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Wing Man,"Step into the world of 'Wing Man', where genre boundaries blur and gameplay surprises.","Wing Man delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/wing-man.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,Wing Man - Fly a hang glider,,https://x.com/hugohamelcom,"Play 'Wing Man' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Tank Manic Shooter,"Step into the world of 'Tank Manic Shooter', where genre boundaries blur and gameplay surprises.","Tank Manic Shooter delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/tankus.png,c9456de6-123b-4099-a528-2b101e39f434,Shooter,Shooter,Calude 3.5,FALSE,Tank Game,,https://x.com/jtm8683,"Play 'Tank Manic Shooter' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Tic-Tac Cricket,"Step into the world of 'Tic-Tac Cricket', where genre boundaries blur and gameplay surprises.","Tic-Tac Cricket delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/cricket.png,c9456de6-123b-4099-a528-2b101e39f434,Sports,Sports,Calude 3.5,FALSE,Play Tic-Tac Cricket - A Fun Online Cricket Tic-Tac-Toe Game,,https://x.com/byteonwire,"Play 'Tic-Tac Cricket' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Pixel Blast,"Step into the world of 'Pixel Blast', where genre boundaries blur and gameplay surprises.","Pixel Blast delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/pixel-blast.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Pixel Blast: 60-Second Chaos,,https://x.com/mattmerrick16,"Play 'Pixel Blast' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
UFOs On Mars,"Step into the world of 'UFOs On Mars', where genre boundaries blur and gameplay surprises.","UFOs On Mars delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/ufos-on-mars.jpg,c9456de6-123b-4099-a528-2b101e39f434,Shooter,Shooter,Calude 3.5,FALSE,UFOs On Mars - The Game,,https://x.com/pneus841,"Play 'UFOs On Mars' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Dome Farm,"Step into the world of 'Dome Farm', where genre boundaries blur and gameplay surprises.","Dome Farm delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/dome-farm.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,Dome Farm,,https://x.com/jelmerdeboer,"Play 'Dome Farm' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Macro Data Refinement,"Step into the world of 'Macro Data Refinement', where genre boundaries blur and gameplay surprises.","Macro Data Refinement delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/macro-data-refinement.png,c9456de6-123b-4099-a528-2b101e39f434,Puzzle,Puzzle,Calude 3.5,FALSE,Macro Data Refinement,,https://x.com/mitchposts,"Play 'Macro Data Refinement' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Dune Wanderer,"Step into the world of 'Dune Wanderer', where genre boundaries blur and gameplay surprises.","Dune Wanderer delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/dune-wanderer.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,Create Next App,,https://x.com/balt1794,"Play 'Dune Wanderer' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Custom Invaders,"Step into the world of 'Custom Invaders', where genre boundaries blur and gameplay surprises.","Custom Invaders delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/custom-invaders.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Render - Application loading,,https://x.com/AI_TechnoKing,"Play 'Custom Invaders' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
One Million Pixels,"Step into the world of 'One Million Pixels', where genre boundaries blur and gameplay surprises.","One Million Pixels delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/one-million-pixels.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,One Million Pixels,,https://x.com/MartinSumera,"Play 'One Million Pixels' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
First Person Flappy Bird,"Step into the world of 'First Person Flappy Bird', where genre boundaries blur and gameplay surprises.","First Person Flappy Bird delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/first-person-flappy-bird.mp4,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,https://firstpersonflappy.com/,,https://x.com/HolyCoward,"Play 'First Person Flappy Bird' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Save Peanut,"Step into the world of 'Save Peanut', where genre boundaries blur and gameplay surprises.","Save Peanut delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/save-peanut.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,Save Peanut!,,https://x.com/piet_dev,"Play 'Save Peanut' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
AI Bomber Game,"Step into the world of 'AI Bomber Game', where genre boundaries blur and gameplay surprises.","AI Bomber Game delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/ai-bomber-game.mp4,c9456de6-123b-4099-a528-2b101e39f434,Action,Action,Calude 3.5,FALSE,Bomberman 3D,,https://x.com/tuantruong,"Play 'AI Bomber Game' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
World Quest,"Step into the world of 'World Quest', where genre boundaries blur and gameplay surprises.","World Quest delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/world-quest.jpg,c9456de6-123b-4099-a528-2b101e39f434,Other,Other,Calude 3.5,FALSE,World Quest - Explore Ancient Civilizations,,https://x.com/romainsimon,"Play 'World Quest' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
High Seas,"Step into the world of 'High Seas', where genre boundaries blur and gameplay surprises.","High Seas delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/high-seas.png,c9456de6-123b-4099-a528-2b101e39f434,Adventure,Adventure,Calude 3.5,FALSE,High Seas,,https://x.com/oldfeet,"Play 'High Seas' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
ENTRY,"Step into the world of 'ENTRY', where genre boundaries blur and gameplay surprises.","ENTRY delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/entry.png,c9456de6-123b-4099-a528-2b101e39f434,Puzzle,Puzzle,Calude 3.5,FALSE,ENTRY - Word Game,,https://x.com/avedmon,"Play 'ENTRY' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Word Smash,"Step into the world of 'Word Smash', where genre boundaries blur and gameplay surprises.","Word Smash delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/word-smash.png,c9456de6-123b-4099-a528-2b101e39f434,Educational,Educational,Calude 3.5,FALSE,Word Smash Typing Game - A Typing Maniac Clone,,https://x.com/apsquareddev,"Play 'Word Smash' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
SpaceRunner,"Step into the world of 'SpaceRunner', where genre boundaries blur and gameplay surprises.","SpaceRunner delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/spacerunner.png,c9456de6-123b-4099-a528-2b101e39f434,Arcade,Arcade,Calude 3.5,FALSE,SpaceRunner - A vibe coded space game by a non-coder,,https://x.com/tolomo89,"Play 'SpaceRunner' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Solid Snek Game,"Step into the world of 'Solid Snek Game', where genre boundaries blur and gameplay surprises.","Solid Snek Game delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/solid-snek-game.png,c9456de6-123b-4099-a528-2b101e39f434,Adventure,Adventure,Calude 3.5,FALSE,Solid Snek - 2D Metal Gear Solid,,https://x.com/peptech_,"Play 'Solid Snek Game' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
AI Wars,"Turn-based AI empire simulation, inspired by Dope Wars, where you compete to dominate the artificial intelligence industry. ",,https://aibuiltgames.com/images/ai-wars.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,AI Wars - Dominate the Artificial Intelligence Industry,,https://x.com/nadcsr,
Grid Golf,"Step into the world of 'Grid Golf', where genre boundaries blur and gameplay surprises.","Grid Golf delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/gridgolf.png,c9456de6-123b-4099-a528-2b101e39f434,Sports,Sports,Calude 3.5,FALSE,Grid Golf,,https://x.com/byteonwire,"Play 'Grid Golf' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
Cops and Robbers,"Step into the world of 'Cops and Robbers', where genre boundaries blur and gameplay surprises.","Cops and Robbers delivers a one-of-a-kind browser experience, combining unexpected mechanics, striking visuals, and clever design choices. Each session offers a new twist, keeping players curious and engaged from the first click to the final challenge.",https://aibuiltgames.com/images/cops-and-robbers.png,c9456de6-123b-4099-a528-2b101e39f434,Simulation,Simulation,Calude 3.5,FALSE,Cops and Robbers,,https://x.com/Khatarnak_Ishan,"Play 'Cops and Robbers' using your mouse or keyboard. Each level introduces new mechanics, so pay attention to hints and experiment with interactions to uncover hidden layers of the game."
